text,label
"tere baap ka lund kaat ke usse keychain bana dunga phir",offensive
"teri behen ke boobs pe 786 likh ke mosque mein chadhwa dunga",offensive
"tere baap ke gaand mein Taj Mahal ghusa dunga",offensive
"teri maa ki chut mein Ganga jal daal ke paap dho dunga",offensive
"tere baap ko kutta bana ke uski potty teri maa se saaf karwaunga",offensive
"teri behen ko Kamathipura ka CEO bana dunga",offensive
"tere baap ka lund kaat ke usse bookmark bana dunga phir",offensive
"teri maa ke saath suhaagraat mana ke usko maa bana dunga",offensive
"tere baap ke sar kaat ke usse volleyball bana dunga",offensive
"teri behen ki gaand mein rocket daal ke Blue Origin join karwa dunga",offensive
"tere pure parivaar ko randi khane ka franchise de dunga",offensive
"teri maa ke boobs kaat ke tennis ball bana dunga",offensive
"tere baap ka lund kaat ke usse toothpick bana dunga phir",offensive
"teri behen ko nanga karke India Gate pe selfie point bana dunga",offensive
"tere baap ke gaand mein Burj Khalifa ghusa dunga phir",offensive
"teri maa ki chut mein firecracker daal ke Happy Diwali bol dunga",offensive
"tere baap ko hijra bana ke Dance+ mein bhej dunga",offensive
"teri behen ke saath DTC bus ke last seat pe pel dunga",offensive
"tere baap ka lund kaat ke usse flute bana ke national anthem bajwa dunga",offensive
"teri maa ko randi bana ke uska rate 500/hr fix kar dunga",offensive
"tere baap ke balls kaat ke gulli cricket khelunga",offensive
"teri behen ko GB Road ka brand ambassador bana dunga phir",offensive
"tere baap ka lund kaat ke usse earbud bana dunga phir",offensive
"teri maa ki gaand mein rocket daal ke SpaceX ko bech dunga",offensive
"tere baap ko eunuch bana ke Roadies audition dilwa dunga",offensive
"teri behen ki chut mein JCB daal ke mining start kar dunga",offensive
"tere baap ke sar pe lund rakh ke PM banne ka sapna dekhunga",offensive
"teri maa ko nanga karke OnlyFans khol ke paise kamaunga",offensive
"tere baap ka lund kaat ke usse pen drive bana dunga phir",offensive
"teri behen ke boobs pe Amul doodh daal ke piyunga",offensive
"tere baap ke gaand mein bulldozer ghusa ke metro line bana dunga",offensive
"teri maa ki chut mein Holi ka pichkari ghusa ke rang barsa dunga",offensive
"tere baap ko kutta bana ke uski shaadi teri behen se karwa ke divorce dilwa dunga",offensive
"teri behen ko sadak pe nanga karke YouTube channel bana dunga",offensive
"tere baap ka lund kaat ke usse selfie stick bana dunga phir",offensive
"teri maa ke saath Kerala mein honeymoon kar ke usko pregnant kar dunga",offensive
"tere baap ke balls kaat ke bouncy ball bana dunga phir",offensive
"teri behen ki gaand mein rocket daal ke Mars mission karwa dunga",offensive
"tere pure khandan ko brothel ka chain kholne ka license de dunga",offensive
"teri maa ke muh mein lund daal ke Happy Birthday gaunga phir",offensive
"tere baap ko napunsak bana ke Fair & Lovely ka ad shoot karwa dunga",offensive
"teri behen ke saath Oyo mein 48 ghante non-stop pelunga",offensive
"tere baap ka lund kaat ke usse USB-C cable bana dunga phir",offensive
"teri maa ki chut mein Diwali ka fountain jala dunga",offensive
"tere baap ke gaand mein Statue of Unity ghusa ke tourism badha dunga",offensive
"teri behen ko nanga karke Rashtrapati Bhavan ke bahar protest karwa dunga",offensive
"tere baap ka lund kaat ke usse straw bana dunga phir",offensive
"teri maa ko burkha utarwa ke Miss World banwa dunga",offensive
"tere baap ko hijra bana ke baraat ka main dancer bana dunga",offensive
"teri behen ki chut mein bulldozer ghusa ke expressway bana dunga",offensive
"tere baap ke balls kaat ke stress ball bana dunga phir",offensive
"teri maa ko nanga karke TikTok pe viral kar dunga",offensive
"tere baap ka lund kaat ke usse keyring bana dunga phir",offensive
"teri behen ke boobs pe Swastik tattoo karwa dunga",offensive
"tere baap ke gaand mein Taj Mahal ghusa dunga",offensive
"teri maa ki chut mein Ganga jal daal ke paap dho dunga phir",offensive
"tere baap ko kutta bana ke uski leash teri maa ke haath mein dunga",offensive
"teri behen ko Kamathipura ka CEO bana dunga phir",offensive
"tere baap ka lund kaat ke usse bookmark bana dunga phir",offensive
"teri maa ke saath suhaagraat mana ke usko pregnant kar dunga phir",offensive
"tere baap ke sar kaat ke usse football bana dunga",offensive
"teri behen ki gaand mein rocket daal ke SpaceX join karwa dunga",offensive
"tere pure parivaar ko randi khane ka manager bana dunga",offensive
"teri maa ke boobs kaat ke squash ball bana dunga",offensive
"tere baap ka lund kaat ke usse toothpick bana dunga phir",offensive
"teri behen ko nanga karke India Gate pe selfie point bana dunga",offensive
"tere baap ke gaand mein Burj Khalifa ghusa dunga phir",offensive
"teri maa ki chut mein firecracker daal ke Happy Diwali bol dunga",offensive
"arey yaar thoda toh trust kar",not offensive
"bhai tu toh legend ban gaya","not offensive"
"ek number acting kar raha hai tu","not offensive"
"drama king kahinka","not offensive"
"arey chill kar bhai thandi ho ja","not offensive"
"tu toh bilkul filmy ho gaya hai","not offensive"
"bhai tu sach mein overacting karta hai","not offensive"
"haha nice try bro","not offensive"
"yeh toh bilkul bakchodi level hai","not offensive"
"bhai tu toh pro max ho gaya","not offensive"
"waah kya scene hai","not offensive"
"tu toh daily soap ka hero lag raha","not offensive"
"arey thoda reality mein aa ja","not offensive"
"bhai tu toh Oscar deserve karta hai","not offensive"
"yeh toh full Bollywood moment hai","not offensive"
"tu toh attention ka bhookha hai","not offensive"
"bhai tu toh reel star ban gaya","not offensive"
"haha tu toh bilkul comedian hai","not offensive"
"arey thoda volume down kar","not offensive"
"tu toh full nautanki kar raha hai","not offensive"
"bhai tu sach bol raha ya acting?","not offensive"
"yeh toh pura script likha hua lag raha","not offensive"
"tu toh daily new story leke aata hai","not offensive"
"bhai tu toh gossip queen hai","not offensive"
"arey yaar thoda sach bol na","not offensive"
"tu toh bilkul timepass machine hai","not offensive"
"haha tu toh full baklol hai","not offensive"
"bhai tu toh over smart ban raha","not offensive"
"yeh toh bilkul bakwas plan hai","not offensive"
"tu toh full attitude dikha raha hai","not offensive"
"arey thoda normal ho ja","not offensive"
"bhai tu toh bilkul filmy villain lag raha","not offensive"
"tu toh daily new bakchodi leke aata hai","not offensive"
"haha tu toh full jholer hai","not offensive"
"bhai tu toh bilkul kanjoos macchi hai","not offensive"
"arey yaar thoda kharcha kar na","not offensive"
"tu toh full kanjoos hai yaar","not offensive"
"bhai tu toh free mein bhi nahi aayega","not offensive"
"tu toh bilkul free ka maal pasand hai","not offensive"
"haha tu toh full bakait hai","not offensive"
"bhai tu toh time pe kabhi nahi aata","not offensive"
"arey late latif kahinka","not offensive"
"tu toh bilkul alarm clock ka dushman hai","not offensive"
"bhai tu toh full sleepyhead hai","not offensive"
"tu toh subah 12 baje uth ta hai","not offensive"
"haha tu toh full ullu ka pattha hai","not offensive"
"bhai tu toh bilkul bhulakkad hai","not offensive"
"tu toh cheezein bhool ke aata hai","not offensive"
"arey yaar phone kaha rakha tune?","not offensive"
"tu toh full zero memory hai","not offensive"
"bhai tu toh bilkul bakra ban gaya","not offensive"
"haha tu toh full bewakoof bana diya gaya","not offensive"
"tu toh bilkul seedha saadha hai yaar","not offensive"
"bhai tu toh full innocent lag raha","not offensive"
"arey tu sach mein itna bhola hai?","not offensive"
"tu toh bilkul desi daru peeta lag raha","not offensive"
"haha tu toh full nashe mein lag raha","not offensive"
"bhai tu toh bilkul high ho gaya","not offensive"
"tu toh full vibe killer hai yaar","not offensive"
"arey mood mat kharab kar","not offensive"
"tu toh bilkul boring ho gaya hai","not offensive"
"bhai tu toh full serious ho gaya","not offensive"
"tu toh ab bilkul uncle ban gaya","not offensive"
"haha tu toh full buddha lag raha","not offensive"
"bhai tu toh gym join kar le","not offensive"
"tu toh bilkul mota ho gaya yaar","not offensive"
"arey thoda workout kar le bhai","not offensive"
"tu toh full tummy dikha raha hai","not offensive"
"haha tu toh bilkul papa ban gaya","not offensive"
"bhai tu toh shaadi ke baad change ho gaya","not offensive"
"tu toh ab bilkul pati material hai","not offensive"
"arey biwi ke aage toh darrta hai","not offensive"
"tu toh full joru ka gulam ban gaya","not offensive"
"haha tu toh bilkul darpok hai","not offensive"
"bhai tu toh full darpok lag raha","not offensive"
"tu toh horror movie bhi nahi dekhta","not offensive"
"arey thoda himmat dikha yaar","not offensive"
"tu toh bilkul zero confidence hai","not offensive"
"bhai tu toh full shy type hai","not offensive"
"tu toh ladki se baat bhi nahi kar sakta","not offensive"
"haha tu toh full kanjus lover hai","not offensive"
"bhai tu toh date pe bhi free mein le jaayega","not offensive"
"tu toh bilkul cheap date wala hai","not offensive"
"arey thoda kharcha kar valentine pe","not offensive"
"tu toh full single hi reh jayega","not offensive"
"haha tu toh forever alone category mein","not offensive"
"bhai tu toh bilkul crush reject wala hai","not offensive"
"tu toh propose karne se darta hai","not offensive"
"arey thoda himmat kar yaar","not offensive"
"tu toh full loser lag raha aaj","not offensive"
"bhai tu toh exam mein fail ho gaya na?","not offensive"
"tu toh bilkul padhaku nahi hai","not offensive"
"haha tu toh full backbencher hai","not offensive"
"bhai tu toh bilkul topper nahi ban sakta","not offensive"
"tu toh full timepass karta hai class mein","not offensive"
"arey thoda padh le bhai","not offensive"
"tu toh bilkul zero marks layega","not offensive"
"haha tu toh full fail ho gaya","not offensive"
"bhai tu toh bilkul jobless hai abhi","not offensive"
"tu toh ghar baith ke reel dekhta rehta hai","not offensive"
"arey thoda kaam dhoondh le","not offensive"
"tu toh full unemployed youth hai","not offensive"
"haha tu toh bilkul berozgaar sher hai","not offensive"
"bhai tu toh resume bhi nahi banaya","not offensive"
"tu toh interview mein bhi fattu hai","not offensive"
"arey thoda confidence rakh","not offensive"
"tu toh full zero placement wala hai","not offensive"
"bhai tu toh bilkul lazy hai yaar","not offensive"
"tu toh bed pe hi pada rehta hai","not offensive"
"haha tu toh full alsi insaan hai","not offensive"
"bhai tu toh gym jaane ka naam nahi leta","not offensive"
"tu toh bilkul fitness zero hai","not offensive"
"arey thoda exercise kar le","not offensive"
"tu toh full tummy king hai","not offensive"
"haha tu toh bilkul motu patlu hai","not offensive"
"bhai tu toh diet pe kabhi nahi jayega","not offensive"
"tu toh pizza kha ke so jaata hai","not offensive"
"arey thoda healthy kha yaar","not offensive"
"tu toh full junk food lover hai","not offensive"
"bhai tu toh bilkul cooking zero hai","not offensive"
"tu toh maggi bhi nahi bana sakta","not offensive"
"haha tu toh full dependent hai","not offensive"
"bhai tu toh maa ke haath ka khana miss karta hai","not offensive"
"tu toh bilkul bachelor life jee raha","not offensive"
"arey kabhi kitchen mein ghus ja","not offensive"
"tu toh full mess food kha raha hai","not offensive"
"bhai tu toh bilkul pg life king hai","not offensive"
"tu toh weekend pe bhi soya rehta hai","not offensive"
"haha tu toh full weekend waste karta hai","not offensive"
"bhai tu toh series dekh ke time nikal deta hai","not offensive"
"tu toh bilkul Netflix ka addict hai","not offensive"
"arey thoda bahar nikal yaar","not offensive"
"tu toh full ghar ka kutta ban gaya","not offensive"
"bhai tu toh bilkul cabin crew ban gaya","not offensive"
"tu toh ghar se bahar nahi nikalta","not offensive"
"haha tu toh full introvert ho gaya","not offensive"
"bhai tu toh party bhi nahi aata","not offensive"
"tu toh bilkul antisocial ho gaya","not offensive"
"arey thoda logon se mil yaar","not offensive"
"tu toh full akela hi ghumta hai","not offensive"
"bhai tu toh bilkul zero friend circle hai","not offensive"
"tu toh weekend pe bhi akela rehta hai","not offensive"
"haha tu toh full single life enjoy kar raha","not offensive"
"bhai tu toh bilkul boring ho gaya hai","not offensive"
"tu toh plan banata hai aur cancel kar deta hai","not offensive"
"arey thoda commitment rakh yaar","not offensive"
"tu toh full last minute cancel wala hai","not offensive"
"bhai tu toh bilkul unreliable hai","not offensive"
"tu toh bolta hai aur bhool jaata hai","not offensive"
"haha tu toh full bhulakkad hai","not offensive"
"bhai tu toh bilkul time pe nahi aata","not offensive"
"tu toh hamesha late hi hota hai","not offensive"
"arey thoda jaldi uth yaar","not offensive"
"tu toh full sleepyhead hai sach mein","not offensive"
"bhai tu toh alarm snooze karta rehta hai","not offensive"
"tu toh subah uthne ka naam nahi leta","not offensive"
"haha tu toh full night owl hai","not offensive"
"bhai tu toh raat bhar jaagta hai","not offensive"
"tu toh bilkul vampire ban gaya","not offensive"
"arey thoda sona bhi seekh le","not offensive"
"tu toh full phone addict hai yaar","not offensive"
"bhai tu toh reel pe reel dekhta rehta hai","not offensive"
"tu toh Instagram ka slave ban gaya","not offensive"
"haha tu toh full scrolling machine hai","not offensive"
"bhai tu toh bilkul productive zero hai","not offensive"
"tu toh pura din phone pe laga rehta hai","not offensive"
"arey thoda kaam kar le yaar","not offensive"
"tu toh bilkul time waste kar raha hai","not offensive"
"bhai tu toh bilkul future ka sochta nahi","not offensive"
"tu toh aaj mein jee raha hai","not offensive"
"haha tu toh full chill life hai teri","not offensive"
"bhai tu toh bilkul tension free hai","not offensive"
"tu toh bolta hai kal dekhenge","not offensive"
"arey thoda plan kar future ka","not offensive"
"tu toh full aalsi insaan hai yaar","not offensive"
"bhai tu toh bilkul motivation zero hai","not offensive"
"tu toh bolta hai kal se gym jayenge","not offensive"
"haha tu toh kal se wala insaan hai","not offensive"
"bhai tu toh full procrastinator hai","not offensive"
"tu toh kaam ko kal pe taal deta hai","not offensive"
"arey thoda aaj se shuru kar","not offensive"
"tu toh full sapne dekhta hai bas","not offensive"
"bhai tu toh bilkul dreamer hai","not offensive"
"tu toh bolta hai bada aadmi banunga","not offensive"
"haha tu toh abhi tak wahi hai","not offensive"
"bhai tu toh bilkul same to same hai","not offensive"
"tu toh change hone ka naam nahi leta","not offensive"
"arey thoda improve kar yaar","not offensive"
"tu toh full stuck hai life mein","not offensive"
"bhai tu toh bilkul comfort zone ka king hai","not offensive"
"tu toh risk lene se darta hai","not offensive"
"haha tu toh full safe player hai","not offensive"
"bhai tu toh bilkul darpok hai thoda","not offensive"
"tu toh nayi cheez try nahi karta","not offensive"
"arey thoda adventure kar le","not offensive"
"tu toh bilkul ghar ka sher hai","not offensive"
"bhai tu toh bahar jaake fattu ho jaata hai","not offensive"
"tu toh bolta hai ghar best hai","not offensive"
"haha tu toh full susu baby ban gaya","not offensive"
"bhai tu toh bilkul mamma's boy hai","not offensive"
"tu toh bina mummy ke nahi reh sakta","not offensive"
"arey thoda independent ban ja","not offensive"
"tu toh full dependent hai abhi bhi","not offensive"
"bhai tu toh bilkul bacha hi reh gaya","not offensive"
"tu toh abhi bhi mummy se daant khata hai","not offensive"
"haha tu toh full cartoon dekhta hai kya","not offensive"
"bhai tu toh bilkul kiddo lag raha hai","not offensive"
"tu toh bolta hai bada ho gaya hu","not offensive"
"arey thoda mature ho ja yaar","not offensive"
"tu toh full childish hai abhi bhi","not offensive"
"bhai tu toh bilkul drama karta hai","not offensive"
"tu toh chhoti chhoti baat pe ro deta hai","not offensive"
"haha tu toh full nakhrila hai","not offensive"
"bhai tu toh bilkul nakhrila nawab hai","not offensive"
"tu toh bolta hai mood nahi hai","not offensive"
"arey mood bana le yaar","not offensive"
"tu toh full mood swing wala hai","not offensive"
"bhai tu toh bilkul ladki jaisa behave karta hai","not offensive"
"tu toh chhoti baat pe naraz ho jaata hai","not offensive"
"haha tu toh full sensitive hai yaar","not offensive"
"bhai tu toh bilkul glass heart hai","not offensive"
"tu toh joke bhi seriously le leta hai","not offensive"
"arey thoda chill kar bhai","not offensive"
"tu toh full overthinker hai yaar","not offensive"
"bhai tu toh raat bhar sochta rehta hai","not offensive"
"tu toh chhoti baat ka bada issue bana deta hai","not offensive"
"haha tu toh full tension king hai","not offensive"
"bhai tu toh bilkul free hai phir bhi tension leta hai","not offensive"
"tu toh bolta hai life kharab hai","not offensive"
"arey life mast hai yaar enjoy kar","not offensive"
"tu toh full negative vibe deta hai","not offensive"
"bhai tu toh bilkul pessimist ban gaya","not offensive"
"tu toh glass half empty wala hai","not offensive"
"haha tu toh full demotivate karta hai","not offensive"
"bhai tu toh bol sakta hai sab thik ho jayega","not offensive"
"tu toh full problem finder hai","not offensive"
"arey thoda solution soch yaar","not offensive"
"tu toh full complain box hai","not offensive"
"bhai tu toh bilkul shikayati patra hai","not offensive"
"tu toh har cheez mein problem dekhta hai","not offensive"
"haha tu toh full critic ban gaya","not offensive"
"bhai tu toh kisi ki tareef nahi karta","not offensive"
"tu toh bas burai hi karta rehta hai","not offensive"
"bhai tu toh full jealous hai yaar",not offensive
"tu toh dusron ki success nahi dekhta",not offensive
"arey khush reh na yaar",not offensive
"tu toh full attitude dikha raha hai",not offensive
"bhai tu toh thoda ego side rakh",not offensive
"tu toh bolta hai main best hu",not offensive
"haha tu toh full overconfident hai",not offensive
"bhai thoda zameen pe aa ja",not offensive
"tu toh sapno mein jee raha hai",not offensive
"arey reality check kar le",not offensive
"tu toh full daydreamer hai",not offensive
"bhai tu toh bolta hai kal se shuru",not offensive
"tu toh full future tense mein jeeta hai",not offensive
"haha tu toh kal ka kal dekhega",not offensive
"bhai tu toh full planner hai bas plan hi banata hai",not offensive
"tu toh execution zero hai",not offensive
"arey thoda action le yaar",not offensive
"tu toh full bakchodi karta hai",not offensive
"bhai tu toh bolta bahut hai karta kuch nahi",not offensive
"tu toh full bakbak machine hai",not offensive
"haha tu toh full baklol gang leader hai",not offensive
"bhai tu toh group ka entertainer hai",not offensive
"tu toh joke mar ke hasa deta hai",not offensive
"arey tu toh full masti khor hai",not offensive
"tu toh full timepass king hai",not offensive
"bhai tu toh bilkul chill hai yaar",not offensive
"tu toh tension nahi leta kisi cheez ka",not offensive
"haha tu toh full bindass hai",not offensive
"bhai tu toh life enjoy kar raha hai",not offensive
"tu toh bolta hai paisa aayega jaayega",not offensive
"arey tu toh full philosopher ban gaya",not offensive
"tu toh full gyaan pel deta hai",not offensive
"bhai tu toh guru banne chala hai",not offensive
"tu toh bolta hai main sab jaanta hu",not offensive
"haha tu toh full Wikipedia hai",not offensive
"bhai tu toh Google se bhi tez hai",not offensive
"tu toh har cheez ka answer deta hai",not offensive
"arey thoda sun bhi liya kar",not offensive
"tu toh full bakbak hi karta hai",not offensive
"bhai tu toh bolta hai main shant hu",not offensive
"tu toh gusse mein bhi nahi aata",not offensive
"haha tu toh full Buddha ban gaya",not offensive
"bhai tu toh gussa hi nahi karta",not offensive
"tu toh bolta hai sab thik hai",not offensive
"arey tu toh full positive vibe hai",not offensive
"tu toh har cheez mein khushi dhundh leta hai",not offensive
"bhai tu toh bilkul sorted hai yaar",not offensive
"tu toh life ka full mazaa le raha hai",not offensive
"haha tu toh full rockstar hai bhai",not offensive
"bhai tu toh dil jeet leta hai",not offensive
"tu toh sabka favourite hai yaar",not offensive
"arey tu toh group ka star hai",not offensive
"tu toh full charming hai bhai",not offensive
"bhai tu toh bilkul mast banda hai",not offensive
"tu toh sabko hasa deta hai",not offensive
"arey tu toh full mazaakiya hai",not offensive
"tu toh joke sunata hai toh pet dukh jaata hai",not offensive
"haha tu toh full comedy king hai",not offensive
"bhai tu toh standup kar sakta hai",not offensive
"tu toh full entertainer hai yaar",not offensive
"arey tu toh party ki jaan hai",not offensive
"tu toh bina tere party adhuri hai",not offensive
"bhai tu toh full vibe hai",not offensive
"tu toh music on karta hai toh mood ban jaata hai",not offensive
"haha tu toh full DJ wala feel deta hai",not offensive
"bhai tu toh bilkul perfect dost hai",not offensive
"tu toh hamesha saath deta hai",not offensive
"arey tu toh real bhai hai yaar",not offensive
"tu toh kabhi dhokha nahi deta",not offensive
"bhai tu toh dil ka saaf hai",not offensive
"tu toh sach bolta hai hamesha",not offensive
"haha tu toh full honest hai",not offensive
"bhai tu toh bilkul genuine hai",not offensive
"tu toh fake nahi ban sakta",not offensive
"arey tu toh asli cheez hai yaar",not offensive
"tu toh dil se dil tak jaata hai",not offensive
"bhai tu toh respect deserve karta hai",not offensive
"tu toh hamesha respect deta hai",not offensive
"haha tu toh full gentleman hai",not offensive
"bhai tu toh bilkul class hai",not offensive
"tu toh sabki izzat karta hai",not offensive
"arey tu toh perfect insaan hai yaar",not offensive
"tu toh kabhi galat nahi karta",not offensive
"bhai tu toh bilkul seedha saadha hai",not offensive
"tu toh dil ka sachcha hai",not offensive
"haha tu toh full desi swag hai",not offensive
"bhai tu toh bilkul apna banda hai",not offensive
"tu toh hamesha yaad rahega yaar",not offensive
"arey tu toh legend hai bhai",not offensive
"tu toh dil jeet leta hai sabka",not offensive
"bhai tu toh real hero hai",not offensive
"tu toh kabhi haar nahi manta",not offensive
"haha tu toh fighter hai yaar",not offensive
"bhai tu toh never give up wala hai",not offensive
"tu toh mushkil mein bhi muskurata hai",not offensive
"arey tu toh inspiration hai bhai",not offensive
"tu toh sabko motivate karta hai",not offensive
"bhai tu toh bilkul rock hai",not offensive
"tu toh life ka mazaa le raha hai",not offensive
"arey tu toh full live in the moment hai",not offensive
"tu toh har pal enjoy karta hai",not offensive
"bhai tu toh bilkul mast hai yaar",not offensive
"tu toh dil khol ke jeeta hai",not offensive
"haha tu toh full king hai bhai",not offensive
"bhai tu toh dil se king hai",not offensive
"tu toh sabka bhai hai yaar",not offensive
"arey tu toh number one hai",not offensive
"tu toh hamesha top pe rahega",not offensive
"bhai tu toh future bright hai",not offensive
"tu toh ek din bada aadmi banega",not offensive
"haha tu toh full star banega",not offensive
"bhai tu toh bilkul champion hai",not offensive
"tu toh sabko peeche chhod dega",not offensive
"arey tu toh bilkul alag level hai",not offensive
"tu toh full talented hai yaar",not offensive
"bhai tu toh multi-talented hai",not offensive
"tu toh kuch bhi kar sakta hai",not offensive
"haha tu toh full package hai",not offensive
"bhai tu toh perfect dost perfect insaan",not offensive
"tu toh hamesha yaad rahega bhai",not offensive
"arey tu toh best hai mere liye",not offensive
"bhai tu toh walking excuse machine ban gaya hai",not offensive
"arey kal se pakka gym ja raha hu swear",not offensive
"tu toh bolta hai diet pe hu phir 3 pizza kha leta hai",not offensive
"bhai tu toh full motivational speaker ban gaya reel pe",not offensive
"tu toh subah 6 baje uthne ka sapna dekhta hai",not offensive
"arey tu toh alarm ka baap hai snooze karne mein",not offensive
"tu toh bolta hai aaj se padhunga phir Netflix on",not offensive
"bhai tu toh full planner hai execution zero",not offensive
"tu toh resume mein NASA likhta hai experience zero",not offensive
"arey tu toh LinkedIn pe Einstein lagta hai",not offensive
"tu toh bolta hai startup karunga phir mummy se paise mangta hai",not offensive
"bhai tu toh future billionaire in loading since 2015",not offensive
"tu toh full visionary hai vision zero",not offensive
"arey tu toh sapno ka raja hai reality ka bhikhari",not offensive
"tu toh bolta hai main introvert hu phir 200 logon ke group mein active",not offensive
"bhai tu toh silent lover category mein world champion hai",not offensive
"tu toh crush ko good morning bolne mein 3 saal laga deta hai",not offensive
"arey tu toh propose karne se pehle block kar deta hai",not offensive
"tu toh full Romeo hai message seen karke ignore karta hai",not offensive
"bhai tu toh single hi mar jayega itna attitude mat dikha",not offensive
"tu toh bolta hai ladkiyaan peeche padi hai phir bio mein single likha hai",not offensive
"arey tu toh full flirt hai emoji se hi dil jeet leta hai",not offensive
"tu toh good night bolke 4 baje tak online rehta hai",not offensive
"bhai tu toh reel pe dance karta hai real mein pair tut jaate hain",not offensive
"tu toh bolta hai main dancer hu phir thumka lagate hi gir jaata hai",not offensive
"arey tu toh full Shahrukh Khan fan hai acting zero",not offensive
"tu toh mirror mein pose maar ke reel banata hai",not offensive
"bhai tu toh full influencer banne chala hai follower 43",not offensive
"tu toh caption mein deep likhta hai dimag khali",not offensive
"arey tu toh gym selfie daalta hai protein shake paani hota hai",not offensive
"tu toh bolta hai 6 pack bana raha hu tummy 6 month se same",not offensive
"bhai tu toh full beard rakh ke manly lagta hai andar se nanha sa",not offensive
"tu toh height badhane ka powder mangwata hai Amazon se",not offensive
"arey tu toh fairness cream lagake SRK banne chala hai",not offensive
"tu toh bolta hai main fair hu lighting ka kamaal hai",not offensive
"bhai tu toh full poet ban gaya hai shayari chatgpt se",not offensive
"tu toh love shayari status lagata hai girlfriend nahi hoti",not offensive
"arey tu toh full philosopher hai gyaan free mein pelta hai",not offensive
"tu toh bolta hai life ek safar hai phir bike bhi nahi hai",not offensive
"bhai tu toh full traveller ban gaya background bedroom ka",not offensive
"tu toh goa ka plan banata hai pocket mein 500 rupaye",not offensive
"arey tu toh party animal hai ghar pe akela pizza kha raha",not offensive
"tu toh bolta hai main party karunga phir 10 baje so jaata hai",not offensive
"bhai tu toh full night owl hai subah uth nahi pata",not offensive
"tu toh coffee peete hi Elon Musk ban jaata hai",not offensive
"arey tu toh chai peeke bhi motivational speech deta hai",not offensive
"tu toh bolta hai main entrepreneur hu dukaan papa ki",not offensive
"bhai tu toh full CEO of sleeping",not offensive
"tu toh meeting mein boss ke saamne so jaata hai",not offensive
"arey tu toh bolta hai main hardworking hu phir 2 baje tak sota hai",not offensive
"tu toh office mein chai peeke revolution laane chala hai",not offensive
"bhai tu toh full corporate slave hai weekend ka wait karta hai",not offensive
"tu toh monday ko gaali deta hai friday ko pyar",not offensive
"arey tu toh weekend pe plan banata hai phir bed pe pada rehta hai",not offensive
"tu toh bolta hai aaj productive day phir 10 reel dekhta hai",not offensive
"bhai tu toh full to-do list banata hai kuch tick nahi karta",not offensive
"tu toh kal se karunga wale insaan ka world record holder hai",not offensive
"arey tu toh bolta hai aaj se naya start phir kal repeat",not offensive
"tu toh full new year resolution january mein hi tod deta hai",not offensive
"bhai tu toh diet 1 january se 2 january tak kriyo",not offensive
"tu toh bolta hai main fitness freak hu phir lift nahi chadta",not offensive
"arey tu toh stairs dekh ke sad ho jaata hai",not offensive
"tu toh bolta hai main runner hu phir dog bhaag jaaye toh ruk jaata hai",not offensive
"bhai tu toh full gamer hai padhai zero",not offensive
"tu toh PUBG khel ke sochta hai army join kar lega",not offensive
"arey tu toh free fire khel ke commando banne chala hai",not offensive
"tu toh bolta hai main pro gamer hu rank bronze",not offensive
"bhai tu toh reel pe slow motion chal ke hero lagta hai",not offensive
"tu toh mirror mein dekh ke apne aap ko good morning bolta hai",not offensive
"arey tu toh full narcissist hai selfie 150 leti hai ek acchi ke liye",not offensive
"tu toh bolta hai main simple hu phir branded kapde pehenta hai",not offensive
"bhai tu toh full fake accent mein baat karta hai",not offensive
"tu toh hello hi bol ke angrezi sikha deta hai",not offensive
"arey tu toh bolta hai main desi hu phir Starbucks jaata hai",not offensive
"tu toh cold coffee order karke garam maangta hai",not offensive
"bhai tu toh full confused soul hai",not offensive
"arey tu toh swiggy se diet food order karta hai phir coke add kar deta hai",not offensive
"tu toh bolta hai main budget pe hu phir iPhone 16 le aata hai",not offensive
"bhai tu toh full EMI king hai",not offensive
"tu toh bolta hai main saving kar raha hu phir sale mein uda deta hai",not offensive
"arey tu toh flipkart sale ka national animal hai",not offensive
"tu toh bolta hai main minimalist hu almari full",not offensive
"bhai tu toh full shopaholic hai bolta hai sirf dekh raha hu",not offensive
"tu toh mall mein ghumta hai pocket mein 200 rupaye",not offensive
"arey tu toh window shopping ka world champion hai",not offensive
"tu toh bolta hai main brand conscious hu phir first copy pehenta hai",not offensive
"bhai tu toh full attitude hai dimag nahi",not offensive
"tu toh bike pe silencer laga ke sher ban jaata hai",not offensive
"arey tu toh bolta hai meri bike modified hai silencer hi badla hai",not offensive
"tu toh gaadi chalate hi DJ ban jaata hai",not offensive
"bhai tu toh full bass boosted gaane sunta hai kan phodne ke liye",not offensive
"tu toh bolta hai mere paas gaadi hai scooty hai",not offensive
"arey tu toh scooty pe bhi race lagata hai",not offensive
"tu toh signal pe khada hoke hero banne ki acting karta hai",not offensive
"bhai tu toh full road ka raja hai doosron ka signal todta hai",not offensive
"tu toh bolta hai main safe driver hu phir helmet nahi pehenta",not offensive
"arey tu toh helmet ke bina cool lagta hai dimag ke bina",not offensive
"tu toh bolta hai main punctual hu phir hamesha late",not offensive
"bhai tu toh full time ka dushman hai",not offensive
"tu toh bolta hai 5 minute mein aa raha hu 50 minute baad aata hai",not offensive
"arey tu toh indian standard time ka brand ambassador hai",not offensive
"tu toh bolta hai abhi nikla 2 ghante baad ghar pe",not offensive
