ID,Text,Label
2925,You're one of the kindest souls I know.,0
2926,Tumhara face dekhne layak nahi hai.,1
2927,Kamaal kar diya bhai!,0
2928,Tujhe sharam nahi aati?,1
2929,You're one of the kindest souls I know.,0
2930,Itna irritating koi kaise ho sakta hai?,1
2931,Tum bahut accha kaam karte ho.,0
2932,You're such a loser yaar.,1
2933,"Good job, well done!",0
2934,Tujhe sharam nahi aati?,1
2935,You're one of the kindest souls I know.,0
2936,Tu pagal ho gaya hai kya?,1
2937,Kamaal kar diya bhai!,0
2938,You're such a loser yaar.,1
2939,"Nice effort, proud of you.",0
2940,Bakwas band kar.,1
2941,You're one of the kindest souls I know.,0
2942,Tujhe sharam nahi aati?,1
2943,Kamaal kar diya bhai!,0
2944,Tujhe sharam nahi aati?,1
2945,Kamaal kar diya bhai!,0
2946,Tujhe sharam nahi aati?,1
2947,Kamaal kar diya bhai!,0
2948,Tumhara face dekhne layak nahi hai.,1
2949,Tum bahut accha kaam karte ho.,0
2950,Tujhe sharam nahi aati?,1
2951,Thanks for your support yaar.,0
2952,Idiot kahi ka!,1
2953,Thanks for your support yaar.,0
2954,Tujhe sharam nahi aati?,1
2955,Kamaal kar diya bhai!,0
2956,Tu pagal ho gaya hai kya?,1
2957,Kamaal kar diya bhai!,0
2958,"Bas kar nautanki, dimag kharab kar diya.",1
2959,Keep it up buddy!,0
2960,Bakwas band kar.,1
2961,Thanks for your support yaar.,0
2962,Tujhe sharam nahi aati?,1
2963,Bohot badiya presentation tha!,0
2964,Tujhe sharam nahi aati?,1
2965,Tum bahut accha kaam karte ho.,0
2966,Teri aukaat kya hai samjhta hai?,1
2967,"Nice effort, proud of you.",0
2968,Idiot kahi ka!,1
2969,Kamaal kar diya bhai!,0
2970,Tujhe sharam nahi aati?,1
2971,"Good job, well done!",0
2972,Tu pagal ho gaya hai kya?,1
2973,Thanks for your support yaar.,0
2974,You're such a loser yaar.,1
2975,"Nice effort, proud of you.",0
2976,Idiot kahi ka!,1
2977,Thanks for your support yaar.,0
2978,Bakwas band kar.,1
2979,Keep it up buddy!,0
2980,Bakwas band kar.,1
2981,Tum bahut accha kaam karte ho.,0
2982,Teri aukaat kya hai samjhta hai?,1
2983,"Good job, well done!",0
2984,Tujhe sharam nahi aati?,1
2985,"Good job, well done!",0
2986,Tujhe sharam nahi aati?,1
2987,"Good job, well done!",0
2988,You're such a loser yaar.,1
2989,You're awesome!,0
2990,Tujhe sharam nahi aati?,1
2991,Tum bahut accha kaam karte ho.,0
2992,"Bas kar nautanki, dimag kharab kar diya.",1
2993,"Good job, well done!",0
2994,Bakwas band kar.,1
2995,Keep it up buddy!,0
2996,Tumhara face dekhne layak nahi hai.,1
2997,"Good job, well done!",0
2998,Tumhara face dekhne layak nahi hai.,1
2999,Bohot badiya presentation tha!,0
3000,Bakwas band kar.,1
3001,"Always positive, love that!",0
3002,Tujhe sharam nahi aati?,1
3003,You're one of the kindest souls I know.,0
3004,"Bas kar nautanki, dimag kharab kar diya.",1
3005,Thanks for your support yaar.,0
3006,Tumhara face dekhne layak nahi hai.,1
3007,Kamaal kar diya bhai!,0
3008,Tum jaise logon se baat nahi karte.,1
3009,Bohot badiya presentation tha!,0
3010,Tumhara face dekhne layak nahi hai.,1
3011,"Good job, well done!",0
3012,Tum jaise logon se baat nahi karte.,1
3013,"Nice effort, proud of you.",0
3014,Idiot kahi ka!,1
3015,Kamaal kar diya bhai!,0
3016,Tujhe sharam nahi aati?,1
3017,"Good job, well done!",0
3018,Bakwas band kar.,1
3019,You're one of the kindest souls I know.,0
3020,Tum jaise logon se baat nahi karte.,1
3021,"Nice effort, proud of you.",0
3022,Tujhe sharam nahi aati?,1
3023,Tum bahut accha kaam karte ho.,0
3024,You're such a loser yaar.,1
3025,Thanks for your support yaar.,0
3026,Bakwas band kar.,1
3027,Bohot badiya presentation tha!,0
3028,Tujhe sharam nahi aati?,1
3029,Bohot badiya presentation tha!,0
3030,Teri aukaat kya hai samjhta hai?,1
3031,Thanks for your support yaar.,0
3032,Itna irritating koi kaise ho sakta hai?,1
3033,Thanks for your support yaar.,0
3034,Tujhe sharam nahi aati?,1
3035,"Always positive, love that!",0
3036,Tujhe sharam nahi aati?,1
3037,Keep it up buddy!,0
3038,Tu pagal ho gaya hai kya?,1
3039,"Nice effort, proud of you.",0
3040,Tu pagal ho gaya hai kya?,1
3041,Thanks for your support yaar.,0
3042,Itna irritating koi kaise ho sakta hai?,1
3043,Kamaal kar diya bhai!,0
3044,Tum jaise logon se baat nahi karte.,1
3045,Keep it up buddy!,0
3046,Idiot kahi ka!,1
3047,Kamaal kar diya bhai!,0
3048,"Bas kar nautanki, dimag kharab kar diya.",1
3049,"Always positive, love that!",0
3050,Tumhara face dekhne layak nahi hai.,1
3051,Tum bahut accha kaam karte ho.,0
3052,Itna irritating koi kaise ho sakta hai?,1
3053,Bohot badiya presentation tha!,0
3054,Tujhe sharam nahi aati?,1
3055,You're awesome!,0
3056,Tujhe sharam nahi aati?,1
3057,You're one of the kindest souls I know.,0
3058,Teri aukaat kya hai samjhta hai?,1
3059,You're awesome!,0
3060,Tujhe sharam nahi aati?,1
3061,"Nice effort, proud of you.",0
3062,"Bas kar nautanki, dimag kharab kar diya.",1
3063,Keep it up buddy!,0
3064,Bakwas band kar.,1
3065,You're awesome!,0
3066,Tujhe sharam nahi aati?,1
3067,Thanks for your support yaar.,0
3068,Idiot kahi ka!,1
3069,Keep it up buddy!,0
3070,Teri aukaat kya hai samjhta hai?,1
3071,Keep it up buddy!,0
3072,Itna irritating koi kaise ho sakta hai?,1
3073,You're awesome!,0
3074,You're such a loser yaar.,1
3075,Thanks for your support yaar.,0
3076,Idiot kahi ka!,1
3077,You're one of the kindest souls I know.,0
3078,Idiot kahi ka!,1
3079,Keep it up buddy!,0
3080,Tumhara face dekhne layak nahi hai.,1
3081,Kamaal kar diya bhai!,0
3082,Idiot kahi ka!,1
3083,"Nice effort, proud of you.",0
3084,Teri aukaat kya hai samjhta hai?,1
3085,"Nice effort, proud of you.",0
3086,Idiot kahi ka!,1
3087,You're one of the kindest souls I know.,0
3088,You're such a loser yaar.,1
3089,Bohot badiya presentation tha!,0
3090,Tum jaise logon se baat nahi karte.,1
3091,Bohot badiya presentation tha!,0
3092,Tu pagal ho gaya hai kya?,1
3093,Keep it up buddy!,0
3094,Idiot kahi ka!,1
3095,"Good job, well done!",0
3096,Tum jaise logon se baat nahi karte.,1
3097,"Always positive, love that!",0
3098,Teri aukaat kya hai samjhta hai?,1
3099,Kamaal kar diya bhai!,0
3100,Tujhe sharam nahi aati?,1
3101,You're one of the kindest souls I know.,0
3102,"Bas kar nautanki, dimag kharab kar diya.",1
3103,Keep it up buddy!,0
3104,Tum jaise logon se baat nahi karte.,1
3105,Tum bahut accha kaam karte ho.,0
3106,Bakwas band kar.,1
3107,"Good job, well done!",0
3108,Bakwas band kar.,1
3109,Keep it up buddy!,0
3110,Bakwas band kar.,1
3111,Bohot badiya presentation tha!,0
3112,"Bas kar nautanki, dimag kharab kar diya.",1
3113,Keep it up buddy!,0
3114,Teri aukaat kya hai samjhta hai?,1
3115,Tum bahut accha kaam karte ho.,0
3116,Tujhe sharam nahi aati?,1
3117,Keep it up buddy!,0
3118,Tumhara face dekhne layak nahi hai.,1
3119,Keep it up buddy!,0
3120,Tu pagal ho gaya hai kya?,1
3121,You're awesome!,0
3122,Tum jaise logon se baat nahi karte.,1
3123,Bohot badiya presentation tha!,0
3124,Tumhara face dekhne layak nahi hai.,1
3125,You're awesome!,0
3126,You're such a loser yaar.,1
3127,"Always positive, love that!",0
3128,Bakwas band kar.,1
3129,You're one of the kindest souls I know.,0
3130,Bakwas band kar.,1
3131,Thanks for your support yaar.,0
3132,Tujhe sharam nahi aati?,1
3133,You're one of the kindest souls I know.,0
3134,Itna irritating koi kaise ho sakta hai?,1
3135,"Good job, well done!",0
3136,Teri aukaat kya hai samjhta hai?,1
3137,Bohot badiya presentation tha!,0
3138,Bakwas band kar.,1
3139,Bohot badiya presentation tha!,0
3140,You're such a loser yaar.,1
3141,"Always positive, love that!",0
3142,You're such a loser yaar.,1
3143,Bohot badiya presentation tha!,0
3144,Itna irritating koi kaise ho sakta hai?,1
3145,"Always positive, love that!",0
3146,Tum jaise logon se baat nahi karte.,1
3147,You're awesome!,0
3148,Tujhe sharam nahi aati?,1
3149,"Good job, well done!",0
3150,Tumhara face dekhne layak nahi hai.,1
3151,Bohot badiya presentation tha!,0
3152,Idiot kahi ka!,1
3153,"Nice effort, proud of you.",0
3154,Tumhara face dekhne layak nahi hai.,1
3155,Thanks for your support yaar.,0
3156,You're such a loser yaar.,1
3157,You're one of the kindest souls I know.,0
3158,Tumhara face dekhne layak nahi hai.,1
3159,You're one of the kindest souls I know.,0
3160,You're such a loser yaar.,1
3161,"Good job, well done!",0
3162,Itna irritating koi kaise ho sakta hai?,1
3163,Bohot badiya presentation tha!,0
3164,Teri aukaat kya hai samjhta hai?,1
3165,Thanks for your support yaar.,0
3166,You're such a loser yaar.,1
3167,"Good job, well done!",0
3168,Itna irritating koi kaise ho sakta hai?,1
3169,You're one of the kindest souls I know.,0
3170,Tujhe sharam nahi aati?,1
3171,You're awesome!,0
3172,Bakwas band kar.,1
3173,Tum bahut accha kaam karte ho.,0
3174,Bakwas band kar.,1
3175,"Always positive, love that!",0
3176,"Bas kar nautanki, dimag kharab kar diya.",1
3177,Tum bahut accha kaam karte ho.,0
3178,Idiot kahi ka!,1
3179,"Good job, well done!",0
3180,Idiot kahi ka!,1
3181,"Nice effort, proud of you.",0
3182,You're such a loser yaar.,1
3183,"Good job, well done!",0
3184,Tumhara face dekhne layak nahi hai.,1
3185,"Good job, well done!",0
3186,Tu pagal ho gaya hai kya?,1
3187,Kamaal kar diya bhai!,0
3188,"Bas kar nautanki, dimag kharab kar diya.",1
3189,You're awesome!,0
3190,You're such a loser yaar.,1
3191,"Always positive, love that!",0
3192,Teri aukaat kya hai samjhta hai?,1
3193,Thanks for your support yaar.,0
3194,Teri aukaat kya hai samjhta hai?,1
3195,Kamaal kar diya bhai!,0
3196,Teri aukaat kya hai samjhta hai?,1
3197,Tum bahut accha kaam karte ho.,0
3198,Bakwas band kar.,1
3199,You're one of the kindest souls I know.,0
3200,You're such a loser yaar.,1
3201,"Good job, well done!",0
3202,Idiot kahi ka!,1
3203,Keep it up buddy!,0
3204,Tum jaise logon se baat nahi karte.,1
3205,You're awesome!,0
3206,Idiot kahi ka!,1
3207,Keep it up buddy!,0
3208,Idiot kahi ka!,1
3209,Thanks for your support yaar.,0
3210,Idiot kahi ka!,1
3211,Bohot badiya presentation tha!,0
3212,Tu pagal ho gaya hai kya?,1
3213,Thanks for your support yaar.,0
3214,Bakwas band kar.,1
3215,Thanks for your support yaar.,0
3216,Tujhe sharam nahi aati?,1
3217,"Always positive, love that!",0
3218,You're such a loser yaar.,1
3219,Thanks for your support yaar.,0
3220,You're such a loser yaar.,1
3221,"Always positive, love that!",0
3222,Teri aukaat kya hai samjhta hai?,1
3223,"Good job, well done!",0
3224,Tumhara face dekhne layak nahi hai.,1
3225,You're one of the kindest souls I know.,0
3226,You're such a loser yaar.,1
3227,You're one of the kindest souls I know.,0
3228,Idiot kahi ka!,1
3229,Bohot badiya presentation tha!,0
3230,Tumhara face dekhne layak nahi hai.,1
3231,"Nice effort, proud of you.",0
3232,You're such a loser yaar.,1
3233,Tum bahut accha kaam karte ho.,0
3234,Teri aukaat kya hai samjhta hai?,1
3235,Thanks for your support yaar.,0
3236,Tum jaise logon se baat nahi karte.,1
3237,Tum bahut accha kaam karte ho.,0
3238,Idiot kahi ka!,1
3239,Kamaal kar diya bhai!,0
3240,Idiot kahi ka!,1
3241,Thanks for your support yaar.,0
3242,Tu pagal ho gaya hai kya?,1
3243,You're one of the kindest souls I know.,0
3244,Tumhara face dekhne layak nahi hai.,1
3245,"Good job, well done!",0
3246,You're such a loser yaar.,1
3247,Bohot badiya presentation tha!,0
3248,Bakwas band kar.,1
3249,You're one of the kindest souls I know.,0
3250,Tum jaise logon se baat nahi karte.,1
3251,You're one of the kindest souls I know.,0
3252,Tu pagal ho gaya hai kya?,1
3253,Keep it up buddy!,0
3254,Tu pagal ho gaya hai kya?,1
3255,Kamaal kar diya bhai!,0
3256,Idiot kahi ka!,1
3257,Keep it up buddy!,0
3258,Itna irritating koi kaise ho sakta hai?,1
3259,"Good job, well done!",0
3260,You're such a loser yaar.,1
3261,You're awesome!,0
3262,You're such a loser yaar.,1
3263,Thanks for your support yaar.,0
3264,Bakwas band kar.,1
3265,Thanks for your support yaar.,0
3266,Tujhe sharam nahi aati?,1
3267,You're one of the kindest souls I know.,0
3268,You're such a loser yaar.,1
3269,"Nice effort, proud of you.",0
3270,Tum jaise logon se baat nahi karte.,1
3271,Keep it up buddy!,0
3272,Tu pagal ho gaya hai kya?,1
3273,You're awesome!,0
3274,Tu pagal ho gaya hai kya?,1
3275,"Nice effort, proud of you.",0
3276,Idiot kahi ka!,1
3277,"Good job, well done!",0
3278,"Bas kar nautanki, dimag kharab kar diya.",1
3279,"Always positive, love that!",0
3280,Tumhara face dekhne layak nahi hai.,1
3281,Thanks for your support yaar.,0
3282,Tu pagal ho gaya hai kya?,1
3283,You're one of the kindest souls I know.,0
3284,Tujhe sharam nahi aati?,1
3285,Kamaal kar diya bhai!,0
3286,Tumhara face dekhne layak nahi hai.,1
3287,You're one of the kindest souls I know.,0
3288,Tujhe sharam nahi aati?,1
3289,Bohot badiya presentation tha!,0
3290,Idiot kahi ka!,1
3291,Kamaal kar diya bhai!,0
3292,Tumhara face dekhne layak nahi hai.,1
3293,Thanks for your support yaar.,0
3294,Teri aukaat kya hai samjhta hai?,1
3295,"Nice effort, proud of you.",0
3296,"Bas kar nautanki, dimag kharab kar diya.",1
3297,Bohot badiya presentation tha!,0
3298,Tujhe sharam nahi aati?,1
3299,Thanks for your support yaar.,0
3300,Teri aukaat kya hai samjhta hai?,1
3301,You're awesome!,0
3302,Teri aukaat kya hai samjhta hai?,1
3303,"Always positive, love that!",0
3304,Idiot kahi ka!,1
3305,Keep it up buddy!,0
3306,Bakwas band kar.,1
3307,"Always positive, love that!",0
3308,Itna irritating koi kaise ho sakta hai?,1
3309,"Always positive, love that!",0
3310,"Bas kar nautanki, dimag kharab kar diya.",1
3311,"Always positive, love that!",0
3312,Tum jaise logon se baat nahi karte.,1
3313,You're awesome!,0
3314,Tumhara face dekhne layak nahi hai.,1
3315,Tum bahut accha kaam karte ho.,0
3316,Bakwas band kar.,1
3317,You're awesome!,0
3318,Tumhara face dekhne layak nahi hai.,1
3319,"Good job, well done!",0
3320,Tujhe sharam nahi aati?,1
3321,Kamaal kar diya bhai!,0
3322,Idiot kahi ka!,1
3323,Keep it up buddy!,0
3324,Tum jaise logon se baat nahi karte.,1
3325,Kamaal kar diya bhai!,0
3326,Tumhara face dekhne layak nahi hai.,1
3327,Bohot badiya presentation tha!,0
3328,Tujhe sharam nahi aati?,1
3329,"Nice effort, proud of you.",0
3330,Tujhe sharam nahi aati?,1
3331,"Always positive, love that!",0
3332,You're such a loser yaar.,1
3333,Bohot badiya presentation tha!,0
3334,Idiot kahi ka!,1
3335,Bohot badiya presentation tha!,0
3336,Tu pagal ho gaya hai kya?,1
3337,"Always positive, love that!",0
3338,"Bas kar nautanki, dimag kharab kar diya.",1
3339,"Always positive, love that!",0
3340,Tujhe sharam nahi aati?,1
3341,Kamaal kar diya bhai!,0
3342,Itna irritating koi kaise ho sakta hai?,1
3343,Kamaal kar diya bhai!,0
3344,Tujhe sharam nahi aati?,1
3345,"Good job, well done!",0
3346,"Bas kar nautanki, dimag kharab kar diya.",1
3347,"Nice effort, proud of you.",0
3348,Bakwas band kar.,1
3349,Tum bahut accha kaam karte ho.,0
3350,Idiot kahi ka!,1
3351,You're awesome!,0
3352,You're such a loser yaar.,1
3353,"Good job, well done!",0
3354,Tu pagal ho gaya hai kya?,1
3355,You're one of the kindest souls I know.,0
3356,Tumhara face dekhne layak nahi hai.,1
3357,"Good job, well done!",0
3358,Tumhara face dekhne layak nahi hai.,1
3359,Keep it up buddy!,0
3360,Bakwas band kar.,1
3361,Tum bahut accha kaam karte ho.,0
3362,Idiot kahi ka!,1
3363,Keep it up buddy!,0
3364,Idiot kahi ka!,1
3365,"Always positive, love that!",0
3366,Tumhara face dekhne layak nahi hai.,1
3367,Bohot badiya presentation tha!,0
3368,Bakwas band kar.,1
3369,"Always positive, love that!",0
3370,Bakwas band kar.,1
3371,"Always positive, love that!",0
3372,Tum jaise logon se baat nahi karte.,1
3373,Keep it up buddy!,0
3374,Idiot kahi ka!,1
3375,Kamaal kar diya bhai!,0
3376,Itna irritating koi kaise ho sakta hai?,1
3377,Keep it up buddy!,0
3378,Teri aukaat kya hai samjhta hai?,1
3379,"Good job, well done!",0
3380,Teri aukaat kya hai samjhta hai?,1
3381,You're awesome!,0
3382,Tumhara face dekhne layak nahi hai.,1
3383,Thanks for your support yaar.,0
3384,Teri aukaat kya hai samjhta hai?,1
3385,"Nice effort, proud of you.",0
3386,Teri aukaat kya hai samjhta hai?,1
3387,"Nice effort, proud of you.",0
3388,Tum jaise logon se baat nahi karte.,1
3389,Kamaal kar diya bhai!,0
3390,Tumhara face dekhne layak nahi hai.,1
3391,You're awesome!,0
3392,Tu pagal ho gaya hai kya?,1
3393,Thanks for your support yaar.,0
3394,Tum jaise logon se baat nahi karte.,1
3395,Keep it up buddy!,0
3396,"Bas kar nautanki, dimag kharab kar diya.",1
3397,Kamaal kar diya bhai!,0
3398,Tujhe sharam nahi aati?,1
3399,Keep it up buddy!,0
3400,Teri aukaat kya hai samjhta hai?,1
3401,Kamaal kar diya bhai!,0
3402,"Bas kar nautanki, dimag kharab kar diya.",1
3403,Keep it up buddy!,0
3404,Itna irritating koi kaise ho sakta hai?,1
3405,"Always positive, love that!",0
3406,Itna irritating koi kaise ho sakta hai?,1
3407,"Good job, well done!",0
3408,"Bas kar nautanki, dimag kharab kar diya.",1
3409,Thanks for your support yaar.,0
3410,Bakwas band kar.,1
3411,Tum bahut accha kaam karte ho.,0
3412,Tumhara face dekhne layak nahi hai.,1
3413,You're one of the kindest souls I know.,0
3414,"Bas kar nautanki, dimag kharab kar diya.",1
3415,"Always positive, love that!",0
3416,Idiot kahi ka!,1
3417,"Nice effort, proud of you.",0
3418,"Bas kar nautanki, dimag kharab kar diya.",1
3419,"Always positive, love that!",0
3420,"Bas kar nautanki, dimag kharab kar diya.",1
3421,"Good job, well done!",0
3422,Bakwas band kar.,1
3423,You're awesome!,0
3424,Idiot kahi ka!,1
3425,Tum bahut accha kaam karte ho.,0
3426,Itna irritating koi kaise ho sakta hai?,1
3427,Tum bahut accha kaam karte ho.,0
3428,Itna irritating koi kaise ho sakta hai?,1
3429,"Nice effort, proud of you.",0
3430,Tu pagal ho gaya hai kya?,1
3431,Thanks for your support yaar.,0
3432,Tu pagal ho gaya hai kya?,1
3433,Tum bahut accha kaam karte ho.,0
3434,Idiot kahi ka!,1
3435,Thanks for your support yaar.,0
3436,Tum jaise logon se baat nahi karte.,1
3437,"Nice effort, proud of you.",0
3438,You're such a loser yaar.,1
3439,You're one of the kindest souls I know.,0
3440,Tujhe sharam nahi aati?,1
3441,Bohot badiya presentation tha!,0
3442,You're such a loser yaar.,1
3443,You're awesome!,0
3444,Tujhe sharam nahi aati?,1
3445,"Nice effort, proud of you.",0
3446,Idiot kahi ka!,1
3447,"Good job, well done!",0
3448,Tumhara face dekhne layak nahi hai.,1
3449,You're awesome!,0
3450,Tumhara face dekhne layak nahi hai.,1
3451,"Nice effort, proud of you.",0
3452,Tujhe sharam nahi aati?,1
3453,Kamaal kar diya bhai!,0
3454,Tum jaise logon se baat nahi karte.,1
3455,Bohot badiya presentation tha!,0
3456,Itna irritating koi kaise ho sakta hai?,1
3457,Bohot badiya presentation tha!,0
3458,You're such a loser yaar.,1
3459,"Nice effort, proud of you.",0
3460,Tujhe sharam nahi aati?,1
3461,Thanks for your support yaar.,0
3462,Bakwas band kar.,1
3463,Keep it up buddy!,0
3464,Tujhe sharam nahi aati?,1
3465,Kamaal kar diya bhai!,0
3466,Tu pagal ho gaya hai kya?,1
3467,You're awesome!,0
3468,Tu pagal ho gaya hai kya?,1
3469,"Always positive, love that!",0
3470,Idiot kahi ka!,1
3471,You're awesome!,0
3472,"Bas kar nautanki, dimag kharab kar diya.",1
3473,"Always positive, love that!",0
3474,Tujhe sharam nahi aati?,1
3475,Keep it up buddy!,0
3476,Idiot kahi ka!,1
3477,Tum bahut accha kaam karte ho.,0
3478,Idiot kahi ka!,1
3479,"Good job, well done!",0
3480,"Bas kar nautanki, dimag kharab kar diya.",1
3481,You're one of the kindest souls I know.,0
3482,Tujhe sharam nahi aati?,1
3483,"Good job, well done!",0
3484,Idiot kahi ka!,1
3485,"Always positive, love that!",0
3486,Tum jaise logon se baat nahi karte.,1
3487,You're one of the kindest souls I know.,0
3488,Tum jaise logon se baat nahi karte.,1
3489,"Good job, well done!",0
3490,Tujhe sharam nahi aati?,1
3491,"Nice effort, proud of you.",0
3492,Itna irritating koi kaise ho sakta hai?,1
3493,You're awesome!,0
3494,Teri aukaat kya hai samjhta hai?,1
3495,You're awesome!,0
3496,Tumhara face dekhne layak nahi hai.,1
3497,Thanks for your support yaar.,0
3498,Tum jaise logon se baat nahi karte.,1
3499,You're awesome!,0
3500,"Bas kar nautanki, dimag kharab kar diya.",1
3501,You're one of the kindest souls I know.,0
3502,Teri aukaat kya hai samjhta hai?,1
3503,Keep it up buddy!,0
3504,Itna irritating koi kaise ho sakta hai?,1
3505,Keep it up buddy!,0
3506,Itna irritating koi kaise ho sakta hai?,1
3507,"Nice effort, proud of you.",0
3508,"Bas kar nautanki, dimag kharab kar diya.",1
3509,Bohot badiya presentation tha!,0
3510,Tumhara face dekhne layak nahi hai.,1
3511,You're awesome!,0
3512,Tum jaise logon se baat nahi karte.,1
3513,Thanks for your support yaar.,0
3514,Tum jaise logon se baat nahi karte.,1
3515,"Nice effort, proud of you.",0
3516,Teri aukaat kya hai samjhta hai?,1
3517,"Good job, well done!",0
3518,Tumhara face dekhne layak nahi hai.,1
3519,"Always positive, love that!",0
3520,Tujhe sharam nahi aati?,1
3521,Bohot badiya presentation tha!,0
3522,You're such a loser yaar.,1
3523,Kamaal kar diya bhai!,0
3524,Itna irritating koi kaise ho sakta hai?,1
3525,You're one of the kindest souls I know.,0
3526,"Bas kar nautanki, dimag kharab kar diya.",1
3527,Thanks for your support yaar.,0
3528,Tujhe sharam nahi aati?,1
3529,Keep it up buddy!,0
3530,Tu pagal ho gaya hai kya?,1
3531,Thanks for your support yaar.,0
3532,Tum jaise logon se baat nahi karte.,1
3533,Kamaal kar diya bhai!,0
3534,Teri aukaat kya hai samjhta hai?,1
3535,Keep it up buddy!,0
3536,You're such a loser yaar.,1
3537,You're one of the kindest souls I know.,0
3538,"Bas kar nautanki, dimag kharab kar diya.",1
3539,"Nice effort, proud of you.",0
3540,Teri aukaat kya hai samjhta hai?,1
3541,You're awesome!,0
3542,You're such a loser yaar.,1
3543,Thanks for your support yaar.,0
3544,Tumhara face dekhne layak nahi hai.,1
3545,Bohot badiya presentation tha!,0
3546,Idiot kahi ka!,1
3547,Kamaal kar diya bhai!,0
3548,Tumhara face dekhne layak nahi hai.,1
3549,Keep it up buddy!,0
3550,Idiot kahi ka!,1
3551,"Good job, well done!",0
3552,Tum jaise logon se baat nahi karte.,1
3553,"Nice effort, proud of you.",0
3554,Tujhe sharam nahi aati?,1
3555,Tum bahut accha kaam karte ho.,0
3556,Teri aukaat kya hai samjhta hai?,1
3557,"Good job, well done!",0
3558,Tujhe sharam nahi aati?,1
3559,Kamaal kar diya bhai!,0
3560,Itna irritating koi kaise ho sakta hai?,1
3561,Thanks for your support yaar.,0
3562,Bakwas band kar.,1
3563,Kamaal kar diya bhai!,0
3564,You're such a loser yaar.,1
3565,"Nice effort, proud of you.",0
3566,Tumhara face dekhne layak nahi hai.,1
3567,You're awesome!,0
3568,Tujhe sharam nahi aati?,1
3569,"Good job, well done!",0
3570,Teri aukaat kya hai samjhta hai?,1
3571,Keep it up buddy!,0
3572,You're such a loser yaar.,1
3573,Kamaal kar diya bhai!,0
3574,Tumhara face dekhne layak nahi hai.,1
3575,You're awesome!,0
3576,Bakwas band kar.,1
3577,Tum bahut accha kaam karte ho.,0
3578,Tujhe sharam nahi aati?,1
3579,You're one of the kindest souls I know.,0
3580,"Bas kar nautanki, dimag kharab kar diya.",1
3581,Tum bahut accha kaam karte ho.,0
3582,Idiot kahi ka!,1
3583,You're one of the kindest souls I know.,0
3584,Tum jaise logon se baat nahi karte.,1
3585,You're awesome!,0
3586,Tumhara face dekhne layak nahi hai.,1
3587,Thanks for your support yaar.,0
3588,Tum jaise logon se baat nahi karte.,1
3589,You're awesome!,0
3590,"Bas kar nautanki, dimag kharab kar diya.",1
3591,Bohot badiya presentation tha!,0
3592,Tujhe sharam nahi aati?,1
3593,Bohot badiya presentation tha!,0
3594,Itna irritating koi kaise ho sakta hai?,1
3595,Thanks for your support yaar.,0
3596,Tumhara face dekhne layak nahi hai.,1
3597,Bohot badiya presentation tha!,0
3598,Itna irritating koi kaise ho sakta hai?,1
3599,"Good job, well done!",0
3600,"Bas kar nautanki, dimag kharab kar diya.",1
3601,Thanks for your support yaar.,0
3602,Tumhara face dekhne layak nahi hai.,1
3603,You're awesome!,0
3604,Bakwas band kar.,1
3605,"Nice effort, proud of you.",0
3606,Tu pagal ho gaya hai kya?,1
3607,You're one of the kindest souls I know.,0
3608,"Bas kar nautanki, dimag kharab kar diya.",1
3609,Kamaal kar diya bhai!,0
3610,You're such a loser yaar.,1
3611,Kamaal kar diya bhai!,0
3612,Tujhe sharam nahi aati?,1
3613,You're one of the kindest souls I know.,0
3614,You're such a loser yaar.,1
3615,You're awesome!,0
3616,Bakwas band kar.,1
3617,Bohot badiya presentation tha!,0
3618,Tumhara face dekhne layak nahi hai.,1
3619,Keep it up buddy!,0
3620,Tu pagal ho gaya hai kya?,1
3621,"Good job, well done!",0
3622,Itna irritating koi kaise ho sakta hai?,1
3623,"Nice effort, proud of you.",0
3624,Bakwas band kar.,1
3625,Tum bahut accha kaam karte ho.,0
3626,Tu pagal ho gaya hai kya?,1
3627,Keep it up buddy!,0
3628,Tum jaise logon se baat nahi karte.,1
3629,Bohot badiya presentation tha!,0
3630,Tum jaise logon se baat nahi karte.,1
3631,Keep it up buddy!,0
3632,Tu pagal ho gaya hai kya?,1
3633,Keep it up buddy!,0
3634,Tumhara face dekhne layak nahi hai.,1
3635,Keep it up buddy!,0
3636,Idiot kahi ka!,1
3637,Keep it up buddy!,0
3638,Idiot kahi ka!,1
3639,"Good job, well done!",0
3640,Tu pagal ho gaya hai kya?,1
3641,"Always positive, love that!",0
3642,Itna irritating koi kaise ho sakta hai?,1
3643,Thanks for your support yaar.,0
3644,Tujhe sharam nahi aati?,1
3645,Tum bahut accha kaam karte ho.,0
3646,"Bas kar nautanki, dimag kharab kar diya.",1
3647,"Good job, well done!",0
3648,Itna irritating koi kaise ho sakta hai?,1
3649,"Good job, well done!",0
3650,Tumhara face dekhne layak nahi hai.,1
3651,Kamaal kar diya bhai!,0
3652,Teri aukaat kya hai samjhta hai?,1
3653,"Always positive, love that!",0
3654,Tujhe sharam nahi aati?,1
3655,"Always positive, love that!",0
3656,Tu pagal ho gaya hai kya?,1
3657,"Always positive, love that!",0
3658,Itna irritating koi kaise ho sakta hai?,1
3659,You're one of the kindest souls I know.,0
3660,Idiot kahi ka!,1
3661,Bohot badiya presentation tha!,0
3662,Bakwas band kar.,1
3663,"Good job, well done!",0
3664,You're such a loser yaar.,1
3665,"Good job, well done!",0
